ICD-10,Lab_Item,Original_ICD_Range
N000,Anti-DNase B antibody,N000–N009
N000,ANA,N000–N009
N000,Anti-dsDNA antibody,N000–N009
N000,ANCA,N000–N009
N000,Anti-GBM antibody,N000–N009
N000,Kidney biopsy histopathology,N000–N009
N001,Urinalysis,N000–N009
N001,Urine protein-to-creatinine ratio,N000–N009
N001,Serum creatinine,N000–N009
N001,eGFR,N000–N009
N001,Complement C3,N000–N009
N001,Complement C4,N000–N009
N001,Antistreptolysin O titer,N000–N009
N001,Anti-DNase B antibody,N000–N009
N001,ANA,N000–N009
N001,Anti-dsDNA antibody,N000–N009
N001,ANCA,N000–N009
N001,Anti-GBM antibody,N000–N009
N001,Kidney biopsy histopathology,N000–N009
N002,Urinalysis,N000–N009
N002,Urine protein-to-creatinine ratio,N000–N009
N002,Serum creatinine,N000–N009
N002,eGFR,N000–N009
N002,Complement C3,N000–N009
N002,Complement C4,N000–N009
N002,Antistreptolysin O titer,N000–N009
N002,Anti-DNase B antibody,N000–N009
N002,ANA,N000–N009
N002,Anti-dsDNA antibody,N000–N009
N002,ANCA,N000–N009
N002,Anti-GBM antibody,N000–N009
N002,Kidney biopsy histopathology,N000–N009
N003,Urinalysis,N000–N009
N003,Urine protein-to-creatinine ratio,N000–N009
N003,Serum creatinine,N000–N009
N003,eGFR,N000–N009
N003,Complement C3,N000–N009
N003,Complement C4,N000–N009
N003,Antistreptolysin O titer,N000–N009
N003,Anti-DNase B antibody,N000–N009
N003,ANA,N000–N009
N003,Anti-dsDNA antibody,N000–N009
N003,ANCA,N000–N009
N003,Anti-GBM antibody,N000–N009
N003,Kidney biopsy histopathology,N000–N009
N004,Urinalysis,N000–N009
N004,Urine protein-to-creatinine ratio,N000–N009
N004,Serum creatinine,N000–N009
N004,eGFR,N000–N009
N004,Complement C3,N000–N009
N004,Complement C4,N000–N009
N004,Antistreptolysin O titer,N000–N009
N004,Anti-DNase B antibody,N000–N009
N004,ANA,N000–N009
N004,Anti-dsDNA antibody,N000–N009
N004,ANCA,N000–N009
N004,Anti-GBM antibody,N000–N009
N004,Kidney biopsy histopathology,N000–N009
N005,Urinalysis,N000–N009
N005,Urine protein-to-creatinine ratio,N000–N009
N005,Serum creatinine,N000–N009
N005,eGFR,N000–N009
N005,Complement C3,N000–N009
N005,Complement C4,N000–N009
N005,Antistreptolysin O titer,N000–N009
N005,Anti-DNase B antibody,N000–N009
N005,ANA,N000–N009
N005,Anti-dsDNA antibody,N000–N009
N005,ANCA,N000–N009
N005,Anti-GBM antibody,N000–N009
N005,Kidney biopsy histopathology,N000–N009
N006,Urinalysis,N000–N009
N006,Urine protein-to-creatinine ratio,N000–N009
N006,Serum creatinine,N000–N009
N006,eGFR,N000–N009
N006,Complement C3,N000–N009
N006,Complement C4,N000–N009
N006,Antistreptolysin O titer,N000–N009
N006,Anti-DNase B antibody,N000–N009
N006,ANA,N000–N009
N006,Anti-dsDNA antibody,N000–N009
N006,ANCA,N000–N009
N006,Anti-GBM antibody,N000–N009
N006,Kidney biopsy histopathology,N000–N009
N007,Urinalysis,N000–N009
N007,Urine protein-to-creatinine ratio,N000–N009
N007,Serum creatinine,N000–N009
N007,eGFR,N000–N009
N007,Complement C3,N000–N009
N007,Complement C4,N000–N009
N007,Antistreptolysin O titer,N000–N009
N007,Anti-DNase B antibody,N000–N009
N007,ANA,N000–N009
N007,Anti-dsDNA antibody,N000–N009
N007,ANCA,N000–N009
N007,Anti-GBM antibody,N000–N009
N007,Kidney biopsy histopathology,N000–N009
N008,Urinalysis,N000–N009
N008,Urine protein-to-creatinine ratio,N000–N009
N008,Serum creatinine,N000–N009
N008,eGFR,N000–N009
N008,Complement C3,N000–N009
N008,Complement C4,N000–N009
N008,Antistreptolysin O titer,N000–N009
N008,Anti-DNase B antibody,N000–N009
N008,ANA,N000–N009
N008,Anti-dsDNA antibody,N000–N009
N008,ANCA,N000–N009
N008,Anti-GBM antibody,N000–N009
N008,Kidney biopsy histopathology,N000–N009
N009,Urinalysis,N000–N009
N009,Urine protein-to-creatinine ratio,N000–N009
N009,Serum creatinine,N000–N009
N009,eGFR,N000–N009
N009,Complement C3,N000–N009
N009,Complement C4,N000–N009
N009,Antistreptolysin O titer,N000–N009
N009,Anti-DNase B antibody,N000–N009
N009,ANA,N000–N009
N009,Anti-dsDNA antibody,N000–N009
N009,ANCA,N000–N009
N009,Anti-GBM antibody,N000–N009
N009,Kidney biopsy histopathology,N000–N009
N010,Urinalysis,N010–N019
N010,Urine protein-to-creatinine ratio,N010–N019
N010,Serum creatinine,N010–N019
N010,eGFR,N010–N019
N010,Complement C3,N010–N019
N010,Complement C4,N010–N019
N010,ANCA,N010–N019
N010,Anti-GBM antibody,N010–N019
N010,ANA,N010–N019
N010,Anti-dsDNA antibody,N010–N019
N010,Kidney biopsy histopathology,N010–N019
N011,Urinalysis,N010–N019
N011,Urine protein-to-creatinine ratio,N010–N019
N011,Serum creatinine,N010–N019
N011,eGFR,N010–N019
N011,Complement C3,N010–N019
N011,Complement C4,N010–N019
N011,ANCA,N010–N019
N011,Anti-GBM antibody,N010–N019
N011,ANA,N010–N019
N011,Anti-dsDNA antibody,N010–N019
N011,Kidney biopsy histopathology,N010–N019
N012,Urinalysis,N010–N019
N012,Urine protein-to-creatinine ratio,N010–N019
N012,Serum creatinine,N010–N019
N012,eGFR,N010–N019
N012,Complement C3,N010–N019
N012,Complement C4,N010–N019
N012,ANCA,N010–N019
N012,Anti-GBM antibody,N010–N019
N012,ANA,N010–N019
N012,Anti-dsDNA antibody,N010–N019
N012,Kidney biopsy histopathology,N010–N019
N013,Urinalysis,N010–N019
N013,Urine protein-to-creatinine ratio,N010–N019
N013,Serum creatinine,N010–N019
N013,eGFR,N010–N019
N013,Complement C3,N010–N019
N013,Complement C4,N010–N019
N013,ANCA,N010–N019
N013,Anti-GBM antibody,N010–N019
N013,ANA,N010–N019
N013,Anti-dsDNA antibody,N010–N019
N013,Kidney biopsy histopathology,N010–N019
N014,Urinalysis,N010–N019
N014,Urine protein-to-creatinine ratio,N010–N019
N014,Serum creatinine,N010–N019
N014,eGFR,N010–N019
N014,Complement C3,N010–N019
N014,Complement C4,N010–N019
N014,ANCA,N010–N019
N014,Anti-GBM antibody,N010–N019
N014,ANA,N010–N019
N014,Anti-dsDNA antibody,N010–N019
N014,Kidney biopsy histopathology,N010–N019
N015,Urinalysis,N010–N019
N015,Urine protein-to-creatinine ratio,N010–N019
N015,Serum creatinine,N010–N019
N015,eGFR,N010–N019
N015,Complement C3,N010–N019
N015,Complement C4,N010–N019
N015,ANCA,N010–N019
N015,Anti-GBM antibody,N010–N019
N015,ANA,N010–N019
N015,Anti-dsDNA antibody,N010–N019
N015,Kidney biopsy histopathology,N010–N019
N016,Urinalysis,N010–N019
N016,Urine protein-to-creatinine ratio,N010–N019
N016,Serum creatinine,N010–N019
N016,eGFR,N010–N019
N016,Complement C3,N010–N019
N016,Complement C4,N010–N019
N016,ANCA,N010–N019
N016,Anti-GBM antibody,N010–N019
N016,ANA,N010–N019
N016,Anti-dsDNA antibody,N010–N019
N016,Kidney biopsy histopathology,N010–N019
N017,Urinalysis,N010–N019
N017,Urine protein-to-creatinine ratio,N010–N019
N017,Serum creatinine,N010–N019
N017,eGFR,N010–N019
N017,Complement C3,N010–N019
N017,Complement C4,N010–N019
N017,ANCA,N010–N019
N017,Anti-GBM antibody,N010–N019
N017,ANA,N010–N019
N017,Anti-dsDNA antibody,N010–N019
N017,Kidney biopsy histopathology,N010–N019
N018,Urinalysis,N010–N019
N018,Urine protein-to-creatinine ratio,N010–N019
N018,Serum creatinine,N010–N019
N018,eGFR,N010–N019
N018,Complement C3,N010–N019
N018,Complement C4,N010–N019
N018,ANCA,N010–N019
N018,Anti-GBM antibody,N010–N019
N018,ANA,N010–N019
N018,Anti-dsDNA antibody,N010–N019
N018,Kidney biopsy histopathology,N010–N019
N019,Urinalysis,N010–N019
N019,Urine protein-to-creatinine ratio,N010–N019
N019,Serum creatinine,N010–N019
N019,eGFR,N010–N019
N019,Complement C3,N010–N019
N019,Complement C4,N010–N019
N019,ANCA,N010–N019
N019,Anti-GBM antibody,N010–N019
N019,ANA,N010–N019
N019,Anti-dsDNA antibody,N010–N019
N019,Kidney biopsy histopathology,N010–N019
N020,Urinalysis,N020–N029
N020,Urine microscopy,N020–N029
N020,Urine protein-to-creatinine ratio,N020–N029
N020,Serum creatinine,N020–N029
N020,eGFR,N020–N029
N020,Kidney biopsy histopathology if glomerular disease suspected,N020–N029
N021,Urinalysis,N020–N029
N021,Urine microscopy,N020–N029
N021,Urine protein-to-creatinine ratio,N020–N029
N021,Serum creatinine,N020–N029
N021,eGFR,N020–N029
N021,Kidney biopsy histopathology if glomerular disease suspected,N020–N029
N022,Urinalysis,N020–N029
N022,Urine microscopy,N020–N029
N022,Urine protein-to-creatinine ratio,N020–N029
N022,Serum creatinine,N020–N029
N022,eGFR,N020–N029
N022,Kidney biopsy histopathology if glomerular disease suspected,N020–N029
N023,Urinalysis,N020–N029
N023,Urine microscopy,N020–N029
N023,Urine protein-to-creatinine ratio,N020–N029
N023,Serum creatinine,N020–N029
N023,eGFR,N020–N029
N023,Kidney biopsy histopathology if glomerular disease suspected,N020–N029
N024,Urinalysis,N020–N029
N024,Urine microscopy,N020–N029
N024,Urine protein-to-creatinine ratio,N020–N029
N024,Serum creatinine,N020–N029
N024,eGFR,N020–N029
N024,Kidney biopsy histopathology if glomerular disease suspected,N020–N029
N025,Urinalysis,N020–N029
N025,Urine microscopy,N020–N029
N025,Urine protein-to-creatinine ratio,N020–N029
N025,Serum creatinine,N020–N029
N025,eGFR,N020–N029
N025,Kidney biopsy histopathology if glomerular disease suspected,N020–N029
N026,Urinalysis,N020–N029
N026,Urine microscopy,N020–N029
N026,Urine protein-to-creatinine ratio,N020–N029
N026,Serum creatinine,N020–N029
N026,eGFR,N020–N029
N026,Kidney biopsy histopathology if glomerular disease suspected,N020–N029
N027,Urinalysis,N020–N029
N027,Urine microscopy,N020–N029
N027,Urine protein-to-creatinine ratio,N020–N029
N027,Serum creatinine,N020–N029
N027,eGFR,N020–N029
N027,Kidney biopsy histopathology if glomerular disease suspected,N020–N029
N028,Urinalysis,N020–N029
N028,Urine microscopy,N020–N029
N028,Urine protein-to-creatinine ratio,N020–N029
N028,Serum creatinine,N020–N029
N028,eGFR,N020–N029
N028,Kidney biopsy histopathology if glomerular disease suspected,N020–N029
N029,Urinalysis,N020–N029
N029,Urine microscopy,N020–N029
N029,Urine protein-to-creatinine ratio,N020–N029
N029,Serum creatinine,N020–N029
N029,eGFR,N020–N029
N029,Kidney biopsy histopathology if glomerular disease suspected,N020–N029
N030,Urinalysis,N030–N039
N030,Urine protein-to-creatinine ratio,N030–N039
N030,Serum creatinine,N030–N039
N030,eGFR,N030–N039
N030,Complement C3,N030–N039
N030,Complement C4,N030–N039
N030,ANA,N030–N039
N030,Anti-dsDNA antibody,N030–N039
N030,ANCA,N030–N039
N030,Anti-GBM antibody,N030–N039
N030,Kidney biopsy histopathology,N030–N039
N031,Urinalysis,N030–N039
N031,Urine protein-to-creatinine ratio,N030–N039
N031,Serum creatinine,N030–N039
N031,eGFR,N030–N039
N031,Complement C3,N030–N039
N031,Complement C4,N030–N039
N031,ANA,N030–N039
N031,Anti-dsDNA antibody,N030–N039
N031,ANCA,N030–N039
N031,Anti-GBM antibody,N030–N039
N031,Kidney biopsy histopathology,N030–N039
N032,Urinalysis,N030–N039
N032,Urine protein-to-creatinine ratio,N030–N039
N032,Serum creatinine,N030–N039
N032,eGFR,N030–N039
N032,Complement C3,N030–N039
N032,Complement C4,N030–N039
N032,ANA,N030–N039
N032,Anti-dsDNA antibody,N030–N039
N032,ANCA,N030–N039
N032,Anti-GBM antibody,N030–N039
N032,Kidney biopsy histopathology,N030–N039
N033,Urinalysis,N030–N039
N033,Urine protein-to-creatinine ratio,N030–N039
N033,Serum creatinine,N030–N039
N033,eGFR,N030–N039
N033,Complement C3,N030–N039
N033,Complement C4,N030–N039
N033,ANA,N030–N039
N033,Anti-dsDNA antibody,N030–N039
N033,ANCA,N030–N039
N033,Anti-GBM antibody,N030–N039
N033,Kidney biopsy histopathology,N030–N039
N034,Urinalysis,N030–N039
N034,Urine protein-to-creatinine ratio,N030–N039
N034,Serum creatinine,N030–N039
N034,eGFR,N030–N039
N034,Complement C3,N030–N039
N034,Complement C4,N030–N039
N034,ANA,N030–N039
N034,Anti-dsDNA antibody,N030–N039
N034,ANCA,N030–N039
N034,Anti-GBM antibody,N030–N039
N034,Kidney biopsy histopathology,N030–N039
N035,Urinalysis,N030–N039
N035,Urine protein-to-creatinine ratio,N030–N039
N035,Serum creatinine,N030–N039
N035,eGFR,N030–N039
N035,Complement C3,N030–N039
N035,Complement C4,N030–N039
N035,ANA,N030–N039
N035,Anti-dsDNA antibody,N030–N039
N035,ANCA,N030–N039
N035,Anti-GBM antibody,N030–N039
N035,Kidney biopsy histopathology,N030–N039
N036,Urinalysis,N030–N039
N036,Urine protein-to-creatinine ratio,N030–N039
N036,Serum creatinine,N030–N039
N036,eGFR,N030–N039
N036,Complement C3,N030–N039
N036,Complement C4,N030–N039
N036,ANA,N030–N039
N036,Anti-dsDNA antibody,N030–N039
N036,ANCA,N030–N039
N036,Anti-GBM antibody,N030–N039
N036,Kidney biopsy histopathology,N030–N039
N037,Urinalysis,N030–N039
N037,Urine protein-to-creatinine ratio,N030–N039
N037,Serum creatinine,N030–N039
N037,eGFR,N030–N039
N037,Complement C3,N030–N039
N037,Complement C4,N030–N039
N037,ANA,N030–N039
N037,Anti-dsDNA antibody,N030–N039
N037,ANCA,N030–N039
N037,Anti-GBM antibody,N030–N039
N037,Kidney biopsy histopathology,N030–N039
N038,Urinalysis,N030–N039
N038,Urine protein-to-creatinine ratio,N030–N039
N038,Serum creatinine,N030–N039
N038,eGFR,N030–N039
N038,Complement C3,N030–N039
N038,Complement C4,N030–N039
N038,ANA,N030–N039
N038,Anti-dsDNA antibody,N030–N039
N038,ANCA,N030–N039
N038,Anti-GBM antibody,N030–N039
N038,Kidney biopsy histopathology,N030–N039
N039,Urinalysis,N030–N039
N039,Urine protein-to-creatinine ratio,N030–N039
N039,Serum creatinine,N030–N039
N039,eGFR,N030–N039
N039,Complement C3,N030–N039
N039,Complement C4,N030–N039
N039,ANA,N030–N039
N039,Anti-dsDNA antibody,N030–N039
N039,ANCA,N030–N039
N039,Anti-GBM antibody,N030–N039
N039,Kidney biopsy histopathology,N030–N039
N040,Urinalysis,N040–N049
N040,Urine protein-to-creatinine ratio,N040–N049
N040,Serum albumin,N040–N049
N040,Lipid profile,N040–N049
N040,Serum creatinine,N040–N049
N040,eGFR,N040–N049
N040,PLA2R antibody,N040–N049
N040,ANA,N040–N049
N040,Complement C3,N040–N049
N040,Complement C4,N040–N049
N040,Hepatitis B surface antigen,N040–N049
N040,Anti-HCV antibody,N040–N049
N040,HIV Ag/Ab,N040–N049
N040,Kidney biopsy histopathology,N040–N049
N041,Urinalysis,N040–N049
N041,Urine protein-to-creatinine ratio,N040–N049
N041,Serum albumin,N040–N049
N041,Lipid profile,N040–N049
N041,Serum creatinine,N040–N049
N041,eGFR,N040–N049
N041,PLA2R antibody,N040–N049
N041,ANA,N040–N049
N041,Complement C3,N040–N049
N041,Complement C4,N040–N049
N041,Hepatitis B surface antigen,N040–N049
N041,Anti-HCV antibody,N040–N049
N041,HIV Ag/Ab,N040–N049
N041,Kidney biopsy histopathology,N040–N049
N042,Urinalysis,N040–N049
N042,Urine protein-to-creatinine ratio,N040–N049
N042,Serum albumin,N040–N049
N042,Lipid profile,N040–N049
N042,Serum creatinine,N040–N049
N042,eGFR,N040–N049
N042,PLA2R antibody,N040–N049
N042,ANA,N040–N049
N042,Complement C3,N040–N049
N042,Complement C4,N040–N049
N042,Hepatitis B surface antigen,N040–N049
N042,Anti-HCV antibody,N040–N049
N042,HIV Ag/Ab,N040–N049
N042,Kidney biopsy histopathology,N040–N049
N043,Urinalysis,N040–N049
N043,Urine protein-to-creatinine ratio,N040–N049
N043,Serum albumin,N040–N049
N043,Lipid profile,N040–N049
N043,Serum creatinine,N040–N049
N043,eGFR,N040–N049
N043,PLA2R antibody,N040–N049
N043,ANA,N040–N049
N043,Complement C3,N040–N049
N043,Complement C4,N040–N049
N043,Hepatitis B surface antigen,N040–N049
N043,Anti-HCV antibody,N040–N049
N043,HIV Ag/Ab,N040–N049
N043,Kidney biopsy histopathology,N040–N049
N044,Urinalysis,N040–N049
N044,Urine protein-to-creatinine ratio,N040–N049
N044,Serum albumin,N040–N049
